

#Static
# 10
1000  48  1.369237  2.085819
1000  64  1.369237  2.408375


# 1500
1500  1  6.468341  6.468341
1500  4  6.468341  5.393182
1500  8  6.468341  4.394367
1500  12  6.468341  4.263446
1500  16  6.468341  4.418916
1500  24  6.468341  4.622617
1500  32  6.468341  4.842731
1500  48  6.468341  5.293434
1500  64  6.468341  5.787091


# 2000
2000  1  16.175807  16.175807
2000  4  16.175807  11.973555
2000  8  16.175807  9.5974
2000  12  16.175807  9.359228
2000  16  16.175807  9.604108
2000  24  16.175807  9.916982
2000  32  16.175807  10.192634
2000  48  16.175807  10.812731
2000  64  16.175807  11.466314
